Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI
1984,EGY,0,1,0,1,6,4,5,15,0.0,EGY,49247334.0,33971188991.6147,689.807675510205,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.020305667713911173,0.029436708860759497,14.496794331265834,,0.0,0.0,0.0,
1988,EGY,0,0,0,0,6,5,5,16,0.3333333333333333,EGY,55187681.0,34980124929.0176,633.839369496566,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,EGY,0,0,0,0,6,5,5,16,0.3333333333333333,EGY,61480660.0,41855986519.4235,680.79923864551,0.585,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,EGY,0,0,0,0,6,5,5,16,0.3333333333333333,EGY,67028048.0,67629716981.1321,1008.97637629447,0.613,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,EGY,0,0,0,0,6,5,5,16,0.0,EGY,73083284.0,99838543960.0763,1366.09274372613,0.633,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,EGY,1,1,3,5,6,5,5,16,0.0,EGY,79477443.0,78782467532.4675,991.255689145253,0.64,4.0,Mediterranean/Subtropical,18.0,2.0,,0.06291093184766904,0.06346589738306205,50.44107241706159,7.8125,0.012582186369533807,0.01269317947661241,10.088214483412317,1.5625
2008,EGY,0,0,1,1,7,6,8,21,1.6666666666666667,EGY,85864789.0,162818181818.182,1896.21594269779,0.663,4.0,Mediterranean/Subtropical,18.0,2.0,,0.011646217403504014,0.006141820212171964,5.273660965940815,1.5082956259426847,0.0,0.0,0.0,0.0
2012,EGY,0,2,0,2,7,6,9,22,2.0,EGY,93161001.0,279116666666.667,2996.0677072015,0.688,4.0,Mediterranean/Subtropical,18.0,2.0,,0.021468210716198723,0.0071654624708903,6.675416564160745,2.906976744186047,0.0,0.0,0.0,0.0
2016,EGY,0,0,3,3,7,8,9,24,2.6666666666666665,EGY,101644589.0,332441717791.411,3270.6287768197,0.713,4.0,Mediterranean/Subtropical,18.0,2.0,,0.029514606035742838,0.009024138185576142,9.172548169520924,4.20757363253857,0.0,0.0,0.0,0.0
2020,EGY,1,1,4,6,7,8,12,27,2.0,EGY,109315124.0,383817841547.099,3511.11381026379,0.734,4.0,Mediterranean/Subtropical,18.0,2.0,,0.054887190175075866,0.015632415564151746,17.088594458147796,8.174386920980927,0.009147865029179312,0.0026054025940252913,2.848099076357966,1.3623978201634879
2024,EGY,1,1,1,3,8,9,16,33,3.6666666666666665,EGY,116538258.0,389059911003.566,3338.47371395895,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.025742619217802278,0.0077108946852468266,8.986142342401227,,0.00858087307260076,0.002570298228415609,2.9953807808004087,
2000,ERI,0,0,0,0,0,0,0,0,0.0,ERI,2247031.0,706370815.584416,314.357396753501,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2004,ERI,0,0,1,1,0,0,0,0,0.0,ERI,2598284.0,1109054005.43971,426.840947887032,0.445,5.0,Tropical,26.0,0.0,3.14896988868713,0.38486939841834067,0.9016693462132415,23.42793035556328,2.247191011235955,0.0,0.0,0.0,0.0
2008,ERI,0,0,0,0,0,0,1,1,0.5,ERI,2816327.0,1380188800.0,490.066956003333,0.448,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,ERI,0,0,0,0,0,0,1,1,0.3333333333333333,ERI,3036988.0,,,0.486,5.0,Tropical,26.0,0.0,,0.0,,,0.0,0.0,,,0.0
2016,ERI,0,0,0,0,0,0,1,1,0.3333333333333333,ERI,3124698.0,,,0.488,5.0,Tropical,26.0,0.0,,0.0,,,0.0,0.0,,,0.0
2020,ERI,0,0,0,0,0,0,1,1,0.0,ERI,3291271.0,,,0.494,5.0,Tropical,26.0,0.0,,0.0,,,0.0,0.0,,,0.0
2024,ERI,0,0,0,0,0,0,1,1,0.0,ERI,3535603.0,,,,5.0,Tropical,26.0,0.0,,0.0,,,,0.0,,,
1968,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,
1972,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,
1984,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,
1988,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,
1992,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.548,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
1996,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.587,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
2000,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.617,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
2004,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.636,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
2008,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.653,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
2012,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.664,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
2016,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.671,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
2020,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,0.672,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0
2024,ESA,0,0,0,0,0,0,0,0,0.0,SLV,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,
1960,ESP,0,0,1,1,2,4,1,7,0.6666666666666666,ESP,30455000.0,12424514013.7604,407.96302786933,,3.0,Temperate,12.0,4.0,,0.03283533081595797,0.08048604548173714,24.512025151462954,,0.0,0.0,0.0,
1964,ESP,0,0,0,0,2,4,2,8,0.6666666666666666,ESP,31609195.0,21966876027.2517,694.952086797899,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,ESP,0,0,0,0,2,4,2,8,0.3333333333333333,ESP,33113134.0,32394326463.759,978.292373768035,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,ESP,0,0,1,1,2,4,2,8,0.3333333333333333,ESP,34604469.0,59090176028.993,1707.58800052655,,3.0,Temperate,12.0,4.0,2.0661199092865,0.02889800158470861,0.016923286867673963,5.856213557905309,,0.0,0.0,0.0,
1976,ESP,0,2,0,2,2,4,3,9,0.3333333333333333,ESP,36137812.0,118422534195.474,3276.97023260494,,3.0,Temperate,12.0,4.0,1.900750041008,0.055343693746594286,0.01688867759491367,6.103198558536046,,0.0,0.0,0.0,
1980,ESP,1,3,2,6,2,6,3,11,1.0,ESP,37491165.0,232600556973.776,6204.14321544225,,3.0,Temperate,12.0,4.0,,0.16003770488327052,0.025795295067485395,9.670956635987814,,0.026672950813878417,0.0042992158445808995,1.6118261059979688,
1984,ESP,1,2,2,5,3,9,5,17,3.0,ESP,38330364.0,171979977230.387,4486.78173863382,,3.0,Temperate,12.0,4.0,,0.1304448869830717,0.029073151889664015,11.143844945581083,,0.026088977396614338,0.005814630377932803,2.2287689891162166,
1988,ESP,1,1,2,4,4,11,7,22,4.333333333333333,ESP,38766939.0,375891716897.586,9696.1928538538,,3.0,Temperate,12.0,4.0,3.33067989349365,0.1031807025052971,0.010641362446115897,4.125330488254655,,0.025795175626324274,0.0026603406115289743,1.0313326220636638,
1992,ESP,13,7,2,22,5,12,9,26,5.0,ESP,39157685.0,630465353486.104,16100.6799428032,0.772,3.0,Temperate,12.0,4.0,3.83991003036499,0.561830966258603,0.03489485961179768,13.664019207979921,28.49740932642487,0.33199102551644716,0.02061968977060772,8.074193168351773,16.83937823834197
1996,ESP,5,6,6,17,18,19,11,48,10.333333333333334,ESP,39889852.0,642251412058.321,16100.6215831114,0.802,3.0,Temperate,12.0,4.0,4.45979976654053,0.42617355411596913,0.026469385167278196,10.558598568537251,21.197007481296758,0.12534516297528503,0.007785113284493588,3.1054701672168386,6.234413965087281
2000,ESP,3,3,5,11,23,25,17,65,14.333333333333334,ESP,40567864.0,598102854756.08,14743.2671031455,0.825,3.0,Temperate,12.0,4.0,4.16786003112793,0.2711505836245162,0.018391485532176656,7.461032838273095,13.333333333333334,0.07395015917032259,0.005015859690593634,2.034827137710844,3.6363636363636367
2004,ESP,3,11,6,20,26,28,22,76,16.666666666666668,ESP,42921895.0,1069829382514.67,24925.0267844576,0.844,3.0,Temperate,12.0,4.0,4.15485000610352,0.465962651462616,0.01869456973876463,8.024063593974278,23.696682464454977,0.0698943977193924,0.0028041854608146944,1.2036095390961417,3.5545023696682465
2008,ESP,5,10,3,18,29,39,28,96,16.0,ESP,45954106.0,1636115447612.5,35603.248328071,0.86,3.0,Temperate,12.0,4.0,4.51629018783569,0.3916951403646064,0.011001668633021272,5.055718465387354,20.930232558139537,0.1088042056568351,0.0030560190647281314,1.404366240385376,5.813953488372093
2012,ESP,3,10,4,17,34,49,31,114,16.333333333333332,ESP,46773055.0,1330994811670.31,28456.4438151477,0.874,3.0,Temperate,12.0,4.0,4.46011018753052,0.36345712290976073,0.012772401403027357,5.974042333058742,19.450800915331808,0.06413949227819307,0.0022539531887695334,1.0542427646574253,3.4324942791762014
2016,ESP,7,4,6,17,37,59,35,131,18.33333333333333,ESP,46458139.0,1243015667917.12,26755.6061149398,0.895,3.0,Temperate,12.0,4.0,4.19328022003174,0.365920813143204,0.013676416507674703,6.3538085913544435,18.994413407821227,0.15067327600014285,0.005631465620807231,2.61627412585183,7.82122905027933
2020,ESP,3,8,6,17,44,63,41,148,17.333333333333332,ESP,47359424.0,1289783836971.21,27233.9426461608,0.899,3.0,Temperate,12.0,4.0,4.85116004943848,0.3589570683967778,0.013180503207359907,6.2422103993071705,18.909899888765295,0.06334536501119609,0.0023259711542399837,1.1015665410542066,3.337041156840934
2024,ESP,5,4,9,18,47,71,47,165,17.0,ESP,48848840.0,1725671652742.19,35326.7683069278,,3.0,Temperate,12.0,4.0,,0.3684836733072884,0.010430721262296326,5.095286340265121,,0.10235657591869121,0.0028974225728600903,1.4153573167403113,
1992,EST,1,0,1,2,6,6,9,21,4.0,EST,1533091.0,,,0.719,1.0,Arctic/Subarctic,-5.0,10.0,5.28141021728516,1.3045540023390654,,,2.781641168289291,0.6522770011695327,,,1.3908205841446455
1996,EST,0,0,0,0,7,6,10,23,3.0,EST,1415594.0,4786018988.16491,3380.92630243199,0.742,1.0,Arctic/Subarctic,-5.0,10.0,6.0549201965332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,EST,1,0,2,3,7,6,10,23,3.0,EST,1396985.0,5686579747.53524,4070.60902410208,0.787,1.0,Arctic/Subarctic,-5.0,10.0,5.33945989608765,2.1474818985171638,0.5275578877268543,7.36990455786099,3.8119440914866582,0.7158272995057212,0.17585262924228479,2.45663485262033,1.2706480304955527
2004,EST,0,1,2,3,8,6,12,26,1.6666666666666667,EST,1362550.0,12148595031.0559,8916.0728274602,0.826,1.0,Arctic/Subarctic,-5.0,10.0,4.87566995620728,2.2017540640710433,0.24694213547582988,3.3647100669259213,3.6319612590799033,0.0,0.0,0.0,0.0
2008,EST,1,1,0,2,8,7,14,29,2.0,EST,1337090.0,24342935403.5447,18205.9064113446,0.856,1.0,Arctic/Subarctic,-5.0,10.0,5.48375988006592,1.4957856240043677,0.08215936027619618,1.0985445903169893,2.336448598130841,0.7478928120021838,0.04107968013809809,0.5492722951584946,1.1682242990654206
2012,EST,0,1,1,2,9,8,14,31,2.6666666666666665,EST,1322696.0,23237406116.3988,17568.2137969714,0.874,1.0,Arctic/Subarctic,-5.0,10.0,4.67340993881226,1.5120632405329721,0.08606812610589036,1.1384196612775637,2.288329519450801,0.0,0.0,0.0,0.0
2016,EST,0,0,1,1,9,9,15,33,2.333333333333333,EST,1315790.0,24561027787.7896,18666.3736521706,0.885,1.0,Arctic/Subarctic,-5.0,10.0,5.05511999130249,0.7599996960001216,0.04071490853884972,0.5357226950633317,1.1299435028248588,0.0,0.0,0.0,0.0
2020,EST,1,0,1,2,9,9,16,34,1.6666666666666667,EST,1329522.0,31820771493.8974,23933.9939421065,0.892,1.0,Arctic/Subarctic,-5.0,10.0,5.44180011749268,1.504300041669111,0.0628520273426922,0.8356315309671104,2.242152466367713,0.7521500208345555,0.0314260136713461,0.4178157654835552,1.1210762331838564
2024,EST,0,0,0,0,10,9,17,36,1.6666666666666667,EST,1372341.0,43130419829.35,31428.3547816104,,1.0,Arctic/Subarctic,-5.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,ETH,1,0,0,1,0,0,0,0,0.0,ETH,21376693.0,1610511693.84215,75.3396090705961,,5.0,Tropical,26.0,0.0,,0.04677992054243376,0.6209206700103678,132.73230540165954,,0.04677992054243376,0.6209206700103678,132.73230540165954,
1964,ETH,1,0,0,1,1,0,0,1,0.5,ETH,23666548.0,1984129185.6,83.8368648270969,,5.0,Tropical,26.0,0.0,,0.04225373299054851,0.5039994407912509,119.27926957459293,,0.04225373299054851,0.5039994407912509,119.27926957459293,
1968,ETH,1,1,0,2,2,0,0,2,0.6666666666666666,ETH,26337930.0,2619948864.8,99.4743651000667,,5.0,Tropical,26.0,0.0,,0.07593611191160428,0.7633736775823198,201.0568248400571,,0.03796805595580214,0.3816868387911599,100.52841242002854,
1972,ETH,0,0,2,2,3,1,0,4,1.3333333333333333,ETH,29374608.0,3520252938.26087,119.839997124757,,5.0,Tropical,26.0,0.0,,0.06808601496911891,0.5681409930128688,166.88918958483788,,0.0,0.0,0.0,
1980,ETH,2,0,2,4,3,1,2,6,1.6666666666666667,ETH,34428514.0,7012585454.10628,203.685394440965,,5.0,Tropical,26.0,0.0,,0.1161827664127473,0.57040303126114,196.3812874741658,,0.05809138320637365,0.28520151563057,98.1906437370829,
1992,ETH,1,0,2,3,5,1,4,10,2.6666666666666665,ETH,51853747.0,10754799036.5745,207.406400863847,,5.0,Tropical,26.0,0.0,,0.057855028297183614,0.27894524014793004,144.64355909484996,,0.019285009432394536,0.09298174671597667,48.21451969828333,
1996,ETH,2,0,1,3,6,1,6,13,3.0,ETH,59467635.0,8761215548.48614,147.327458851964,,5.0,Tropical,26.0,0.0,,0.05044760902295845,0.3424182390442812,203.62802856828122,,0.03363173934863897,0.2282788260295208,135.7520190455208,
2000,ETH,4,1,3,8,8,1,7,16,3.333333333333333,ETH,67411494.0,8242349617.8638,122.269202606069,0.329675301,5.0,Tropical,26.0,0.0,,0.11867412402994658,0.9705970228029941,654.2939537910186,24.266300738131427,0.05933706201497329,0.48529851140149705,327.1469768955093,12.133150369065714
2004,ETH,2,3,2,7,12,2,10,24,4.666666666666667,ETH,76077206.0,10131187261.4421,133.169812538096,0.327,5.0,Tropical,26.0,0.0,,0.09201179128476406,0.6909358024247595,525.6446537384367,21.406727828746178,0.0262890832242183,0.197410229264217,150.18418678241048,6.116207951070336
2008,ETH,4,1,2,7,14,5,12,31,6.0,ETH,85543668.0,27066912635.2228,316.410475118075,0.395,5.0,Tropical,26.0,0.0,,0.0818295516624328,0.25861833945888374,221.23161369381995,17.72151898734177,0.04675974380710446,0.14778190826221926,126.41806496789712,10.126582278481012
2012,ETH,3,1,3,7,18,6,14,38,7.333333333333333,ETH,95798767.0,43310721414.0829,452.101031885754,0.43,5.0,Tropical,26.0,0.0,,0.0730698339781346,0.1616227985000472,154.83264815393963,16.27906976744186,0.03131564313348626,0.06926691364287738,66.35684920883128,6.976744186046512
2016,ETH,1,2,5,8,21,7,17,45,7.0,ETH,106718162.0,68475871209.607,641.651523286233,0.47,5.0,Tropical,26.0,0.0,,0.07496380981524026,0.11682947377933643,124.67826709157981,17.02127659574468,0.009370476226905032,0.014603684222417054,15.584783386447477,2.127659574468085
2020,ETH,1,1,2,4,22,9,22,53,7.333333333333333,ETH,118917671.0,98676811061.4035,829.790982547947,0.498,5.0,Tropical,26.0,0.0,,0.033636716615480976,0.04053637280101122,48.20491044284,8.032128514056225,0.008409179153870244,0.010134093200252804,12.05122761071,2.0080321285140563
2024,ETH,1,3,0,4,23,10,24,57,6.333333333333333,ETH,132059767.0,149740297952.986,1133.88279681719,,5.0,Tropical,26.0,0.0,,0.030289315897399697,0.02671291599310081,35.277014619394556,,0.007572328974349924,0.0066782289982752025,8.819253654848639,
1960,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,404887.0,112328422.113084,277.431535497766,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,510002.0,166952937.135005,327.357416510141,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,550499.0,316656648.698957,575.217482137037,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,585534.0,694540806.380644,1186.16648457757,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,706716.0,1178000677.99929,1666.86572541062,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,758697.0,1110009522.75743,1463.04720165947,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,785346.0,1532411039.05479,1951.25592930351,0.651,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,803789.0,2128696643.62574,2648.32766264,0.669,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,840909.0,1678219507.89829,1995.72071163264,0.681,5.0,Tropical,26.0,0.0,5.87773990631104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,874366.0,2708078476.63012,3097.19096651759,0.704,5.0,Tropical,26.0,0.0,6.20915985107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,903399.0,3523185919.55826,3899.92231512129,0.709,5.0,Tropical,26.0,0.0,4.25357007980347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,914918.0,3972028104.47328,4341.40338748749,0.721,5.0,Tropical,26.0,0.0,4.46150592221937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,FIJ,1,0,0,1,0,0,0,0,0.0,FJI,919166.0,4930213644.36653,5363.79026679243,0.735,5.0,Tropical,26.0,0.0,4.83590249175322,1.0879427655069922,0.20283096679646775,1.8643532842644206,1.3605442176870748,1.0879427655069922,0.20283096679646775,1.8643532842644206,1.3605442176870748
2020,FIJ,1,0,1,2,1,0,0,1,0.3333333333333333,FJI,914963.0,4227719873.3865,4620.6457238014,0.737,5.0,Tropical,26.0,0.0,5.80519512902055,2.185880740532677,0.4730682400671818,4.3283993613658875,2.7137042062415198,1.0929403702663385,0.2365341200335909,2.1641996806829438,1.3568521031207599
2024,FIJ,0,1,0,1,2,0,1,3,1.0,FJI,928784.0,5968125909.27126,6425.74151715712,,5.0,Tropical,26.0,0.0,,1.07667660080277,0.1675567867036011,1.5562406258171748,,0.0,0.0,0.0,
1960,FIN,1,1,3,5,79,67,89,235,19.666666666666668,FIN,4429634.0,5279481824.12983,1191.85508873415,,1.0,Arctic/Subarctic,-5.0,10.0,,1.1287614281450793,0.9470626411000299,41.951408751465074,,0.22575228562901584,0.18941252822000595,8.390281750293013,
1964,FIN,3,0,2,5,80,68,92,240,14.0,FIN,4548543.0,7848987792.54261,1725.60483489826,,1.0,Arctic/Subarctic,-5.0,10.0,,1.0992531014876632,0.637024815448247,28.975347651334065,,0.6595518608925979,0.3822148892689482,17.38520859080044,
1968,FIN,1,2,1,4,83,68,94,245,8.333333333333334,FIN,4626469.0,8916565040.54632,1927.29380452918,,1.0,Arctic/Subarctic,-5.0,10.0,,0.8645902523068889,0.44860324371669913,20.754490003547552,,0.21614756307672223,0.11215081092917478,5.188622500886888,
1972,FIN,3,1,4,8,84,70,95,249,4.666666666666667,FIN,4639657.0,14744499569.8308,3177.9287929756,,1.0,Arctic/Subarctic,-5.0,10.0,5.00775003433228,1.7242653928943454,0.5425752133608563,25.173628866961913,,0.6465995223353795,0.2034657050103211,9.440110825110718,
1976,FIN,4,2,0,6,87,71,99,257,5.666666666666667,FIN,4725664.0,31852352669.6415,6740.29145314637,,1.0,Arctic/Subarctic,-5.0,10.0,5.22785997390747,1.2696628452636496,0.18836913122962515,8.901692221631155,,0.8464418968424331,0.1255794208197501,5.934461481087436,
1980,FIN,3,1,4,8,91,73,99,263,6.0,FIN,4779535.0,53649984061.205,11224.9380036353,,1.0,Arctic/Subarctic,-5.0,10.0,4.82531976699829,1.6738029954796856,0.14911467617349963,7.12698813784907,,0.6276761233048821,0.05591800356506236,2.672620551693401,
1984,FIN,4,2,6,12,94,74,103,271,7.333333333333333,FIN,4881803.0,52870993272.6553,10830.2185222663,,1.0,Arctic/Subarctic,-5.0,10.0,4.70050001144409,2.4581082030553056,0.22696755360952073,11.080108841136212,,0.8193694010184351,0.07565585120317357,3.693369613712071,
1988,FIN,1,1,2,4,98,76,109,283,8.666666666666666,FIN,4946481.0,109039090262.971,22043.7701596288,,1.0,Arctic/Subarctic,-5.0,10.0,5.06788015365601,0.8086556887613638,0.03668409182755604,1.8145716322726153,,0.20216392219034096,0.00917102295688901,0.4536429080681538,
1992,FIN,1,2,2,5,99,77,111,287,8.0,FIN,5041992.0,112537828510.751,22320.1124695857,0.825,1.0,Arctic/Subarctic,-5.0,10.0,6.52018976211548,0.9916715456906715,0.04442950487108731,2.240132081239826,6.0606060606060606,0.1983343091381343,0.008885900974217462,0.44802641624796513,1.2121212121212122
1996,FIN,1,2,1,4,100,79,113,292,7.0,FIN,5124573.0,131991975148.848,25756.6777073618,0.854,1.0,Arctic/Subarctic,-5.0,10.0,6.86610984802246,0.7805528382559873,0.03030487266736618,1.5529953223962252,4.68384074941452,0.19513820956399683,0.007576218166841545,0.3882488305990563,1.17096018735363
2000,FIN,2,1,1,4,101,81,114,296,4.333333333333333,FIN,5176209.0,125967821110.589,24335.9225082659,0.891,1.0,Arctic/Subarctic,-5.0,10.0,5.71163988113403,0.7727663237709297,0.031754141373044324,1.64366072362425,4.489337822671156,0.38638316188546484,0.015877070686522162,0.821830361812125,2.244668911335578
2004,FIN,0,2,0,2,103,82,115,300,4.333333333333333,FIN,5228172.0,197458297639.769,37768.1334202029,0.902,1.0,Arctic/Subarctic,-5.0,10.0,6.15823984146118,0.38254288497011957,0.010128720969977564,0.5295469537104953,2.2172949002217295,0.0,0.0,0.0,0.0
2008,FIN,1,1,2,4,103,84,115,302,3.333333333333333,FIN,5313399.0,285698662071.094,53769.4726240385,0.912,1.0,Arctic/Subarctic,-5.0,10.0,5.83046007156372,0.7528137826652959,0.01400076560038153,0.7439165394030174,4.385964912280701,0.18820344566632397,0.0035001914000953823,0.18597913485075435,1.0964912280701753
2012,FIN,0,1,2,3,104,85,117,306,3.333333333333333,FIN,5413971.0,257443384492.969,47551.6740841369,0.915,1.0,Arctic/Subarctic,-5.0,10.0,7.1715497970581,0.5541219190128651,0.011653047546389498,0.6308926147777394,3.278688524590164,0.0,0.0,0.0,0.0
2016,FIN,0,0,1,1,104,86,119,309,3.0,FIN,5495303.0,238777818792.608,43451.2562442158,0.931,1.0,Arctic/Subarctic,-5.0,10.0,6.90873003005981,0.18197358726170332,0.0041879936966362705,0.23014294325106405,1.0741138560687433,0.0,0.0,0.0,0.0
2020,FIN,0,0,2,2,104,86,120,310,2.6666666666666665,FIN,5529543.0,270000311606.226,48828.6846862799,0.938,1.0,Arctic/Subarctic,-5.0,10.0,6.6812801361084,0.3616935432096287,0.0074073988585496185,0.4095953050650101,2.1321961620469083,0.0,0.0,0.0,0.0
2024,FIN,0,0,0,0,104,86,122,312,2.0,FIN,5619911.0,298696961297.656,53149.7671934051,,1.0,Arctic/Subarctic,-5.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,FRA,0,2,3,5,129,139,132,400,21.33333333333333,FRA,47412964.0,61959085885.3427,1306.79629911648,,2.0,Continental,5.0,7.0,,0.10545638952249431,0.0806984145836603,38.26151025512148,,0.0,0.0,0.0,
1964,FRA,1,8,6,15,129,141,135,405,12.333333333333334,FRA,49401492.0,93424179943.3453,1891.12061521027,,2.0,Continental,5.0,7.0,,0.30363455419524576,0.16055800553022104,79.31805025737177,,0.020242303613016384,0.010703867035348067,5.287870017158117,
1968,FRA,7,3,5,15,130,149,141,420,11.333333333333334,FRA,51112980.0,128710572572.436,2518.15825593491,,2.0,Continental,5.0,7.0,,0.2934675301655274,0.1165405428645597,59.56734436625386,,0.13695151407724612,0.05438558667012786,27.798094037585134,
1972,FRA,2,4,7,13,137,152,146,435,11.666666666666666,FRA,52962356.0,201738881664.499,3809.09946046394,,2.0,Continental,5.0,7.0,3.39037990570068,0.24545735843020278,0.06443973463489104,34.12880166278627,,0.0377626705277235,0.009913805328444774,5.250584871197887,
1976,FRA,2,3,4,9,139,156,153,448,14.333333333333334,FRA,54232383.0,368363152144.223,6792.3099035538,,2.0,Continental,5.0,7.0,4.47070980072021,0.16595250848556664,0.024432411188826737,13.25027881205938,,0.036878335219014804,0.0054294247086281635,2.9445064026798624,
1980,FRA,6,5,3,14,141,159,157,457,12.333333333333334,FRA,55274184.0,694529183483.39,12565.1639377144,,2.0,Continental,5.0,7.0,4.34960985183716,0.25328279834940665,0.020157540291947742,11.141915910845327,,0.10854977072117428,0.008638945839406175,4.775106818933712,
1984,FRA,5,7,16,28,147,164,160,471,12.0,FRA,56383085.0,525033325827.516,9311.89426452129,,2.0,Continental,5.0,7.0,4.91992998123169,0.4966028375354062,0.05332994806733195,30.069069949259603,,0.08867907813132254,0.00952320501202356,5.369476776653501,
1988,FRA,6,4,6,16,152,171,176,499,17.0,FRA,57598186.0,1010827662151.75,17549.6440487161,,2.0,Continental,5.0,7.0,4.58078002929688,0.27778652612427757,0.015828613124754403,9.116994028816515,,0.1041699472966041,0.005935729921782902,3.4188727608061935,
1992,FRA,8,5,16,29,158,175,182,515,19.33333333333333,FRA,58846584.0,1389663073110.28,23615.0168565483,0.806,2.0,Continental,5.0,7.0,4.77560997009277,0.49280685519485723,0.020868367708075836,12.280321532761674,35.98014888337469,0.13594671867444336,0.00575679109188299,3.3876749055894275,9.925558312655086
